04-02-63, 15:28:09.845, Info, U.DumpProcessUsage, 1, Dumping Processes at AppSetup1.  Current total CPU Usage=,21.359%, time since last=,512.8
04-02-63, 15:28:13.930, Info, U.DumpProcessUsage, 1, Time to getProceses = 4,094.69 mS
04-02-63, 15:28:14.343, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Autodesk Desktop App Service'
04-02-63, 15:28:15.865, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'TCP/IP NetBIOS Helper'
04-02-63, 15:28:15.893, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Local Session Manager'
04-02-63, 15:28:15.912, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'MAMPPRO-Apache'
04-02-63, 15:28:15.936, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'MAMPPRO-MySQL'
04-02-63, 15:28:15.967, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Defender Firewall'
04-02-63, 15:28:15.982, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Network Connection Broker'
04-02-63, 15:28:16.003, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Network List Service'
04-02-63, 15:28:16.022, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Microsoft Passport Container'
04-02-63, 15:28:16.038, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Network Location Awareness'
04-02-63, 15:28:16.059, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Network Store Interface Service'
04-02-63, 15:28:16.077, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Program Compatibility Assistant Service'
04-02-63, 15:28:16.100, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Phone Service'
04-02-63, 15:28:16.119, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Plug and Play'
04-02-63, 15:28:16.139, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'IPsec Policy Agent'
04-02-63, 15:28:16.158, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Power'
04-02-63, 15:28:16.178, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'User Profile Service'
04-02-63, 15:28:16.199, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Remote Access Connection Manager'
04-02-63, 15:28:16.219, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Radio Management Service'
04-02-63, 15:28:16.237, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'RPC Endpoint Mapper'
04-02-63, 15:28:16.257, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Remote Procedure Call (RPC)'
04-02-63, 15:28:16.278, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Realtek Audio Service'
04-02-63, 15:28:16.303, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Security Accounts Manager'
04-02-63, 15:28:16.319, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Task Scheduler'
04-02-63, 15:28:16.342, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Security Service'
04-02-63, 15:28:16.362, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Payments and NFC/SE Manager'
04-02-63, 15:28:16.381, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'System Event Notification Service'
04-02-63, 15:28:16.400, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Remote Desktop Configuration'
04-02-63, 15:28:16.416, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'System Guard Runtime Monitor Broker'
04-02-63, 15:28:16.433, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Shell Hardware Detection'
04-02-63, 15:28:16.452, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'SolidWorks Flexnet Server'
04-02-63, 15:28:16.472, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Print Spooler'
04-02-63, 15:28:16.493, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'SQL Server VSS Writer'
04-02-63, 15:28:16.519, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'SSDP Discovery'
04-02-63, 15:28:16.551, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Secure Socket Tunneling Protocol Service'
04-02-63, 15:28:16.576, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'State Repository Service'
04-02-63, 15:28:16.618, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Image Acquisition (WIA)'
04-02-63, 15:28:16.647, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Storage Service'
04-02-63, 15:28:16.673, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Synergy'
04-02-63, 15:28:16.698, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'SynTPEnh Caller Service'
04-02-63, 15:28:16.725, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'SysMain'
04-02-63, 15:28:16.754, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'System Events Broker'
04-02-63, 15:28:16.785, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Touch Keyboard and Handwriting Panel Service'
04-02-63, 15:28:16.802, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Telephony'
04-02-63, 15:28:16.969, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'TeamViewer'
04-02-63, 15:28:17.007, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Remote Desktop Services'
04-02-63, 15:28:17.048, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Themes'
04-02-63, 15:28:17.086, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Time Broker'
04-02-63, 15:28:17.128, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Web Account Manager'
04-02-63, 15:28:17.168, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Distributed Link Tracking Client'
04-02-63, 15:28:17.195, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Remote Desktop Services UserMode Port Redirector'
04-02-63, 15:28:17.219, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'User Manager'
04-02-63, 15:28:17.244, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Update Orchestrator Service'
04-02-63, 15:28:17.270, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Credential Manager'
04-02-63, 15:28:17.295, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Visual Studio Standard Collector Service 150'
04-02-63, 15:28:17.319, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Waves Audio Services'
04-02-63, 15:28:17.348, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Biometric Service'
04-02-63, 15:28:17.375, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Connection Manager'
04-02-63, 15:28:17.396, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Connect Now - Config Registrar'
04-02-63, 15:28:17.418, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Diagnostic Service Host'
04-02-63, 15:28:17.438, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Diagnostic System Host'
04-02-63, 15:28:17.460, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Defender Antivirus Network Inspection Service'
04-02-63, 15:28:17.480, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'WebClient'
04-02-63, 15:28:17.497, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Defender Antivirus Service'
04-02-63, 15:28:17.517, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'WinHTTP Web Proxy Auto-Discovery Service'
04-02-63, 15:28:17.537, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Management Instrumentation'
04-02-63, 15:28:17.558, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'WLAN AutoConfig'
04-02-63, 15:28:17.583, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Microsoft Account Sign-in Assistant'
04-02-63, 15:28:17.604, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Push Notifications System Service'
04-02-63, 15:28:17.625, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Security Center'
04-02-63, 15:28:17.646, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Search'
04-02-63, 15:28:17.666, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'Windows Update'
04-02-63, 15:28:17.687, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'cbdhsvc_69efd'
04-02-63, 15:28:17.707, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'CDPUserSvc_69efd'
04-02-63, 15:28:17.728, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'OneSyncSvc_69efd'
04-02-63, 15:28:17.749, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'PimIndexMaintenanceSvc_69efd'
04-02-63, 15:28:17.778, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'UnistoreSvc_69efd'
04-02-63, 15:28:17.803, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'UserDataSvc_69efd'
04-02-63, 15:28:17.820, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'WpnUserService_69efd'
04-02-63, 15:28:17.841, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'OMRON USB Connection Manager'
04-02-63, 15:28:17.856, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'OMRON Ethernet Direct Connection Manager'
04-02-63, 15:28:17.872, Info, U.DumpProcessUsage, 1, ** Service threw exception: 'OMRON USB Serial Connection Manager'
04-02-63, 15:28:17.872, Info, U.DumpProcessUsage, 1, Time to extract services = 3,942.84 mS
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=9484, Name=AutodeskDesktopApp, 0.03,(%),0.38,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=22848, Name=ServiceHub.ThreadedWaitDialog, 0.2,(%),2.36,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=20864, Name=software_reporter_tool, 0.01,(%),0.08,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=9064, Name=StartMenuExperienceHost, 0.56,(%),6.77,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=9928, Name=Adobe Desktop Service, 1.31,(%),15.8,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=16732, Name=POWERPNT, 1.99,(%),24.03,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=2184, Name=ServiceHub.VSDetouredHost, 0.34,(%),4.09,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=25896, Name=SearchProtocolHost, 0.01,(%),0.08,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=23320, Name=conhost, 0,(%),0.05,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=25036, Name=MSBuild, 0.17,(%),2.06,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=8660, Name=Adobe CEF Helper, 0.26,(%),3.13,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=11168, Name=RuntimeBroker, 0.07,(%),0.91,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=25476, Name=software_reporter_tool, 5.76,(%),69.61,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=23408, Name=conhost, 0,(%),0.03,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=10404, Name=MicrosoftEdge, 0.07,(%),0.88,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=24632, Name=ScriptedSandbox64, 1.21,(%),14.67,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=8428, Name=RuntimeBroker, 0,(%),0.02,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=11632, Name=ShellExperienceHost, 0.3,(%),3.64,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=13384, Name=RuntimeBroker, 0.01,(%),0.11,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=19672, Name=msvsmon, 0.29,(%),3.5,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=4388, Name=RemindersServer, 0.03,(%),0.34,(Sec)
04-02-63, 15:28:17.875, Info, U.DumpProcessUsage, 1, Added Id=3528, Name=AppMachine, 0.43,(%),5.19,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, ** Thread Main GUI(20912) = 4,687.5 mS
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, ** Thread Logging(26808) = 31.3 mS
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=16892, Name=smartscreen, 0.02,(%),0.19,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=6980, Name=sihost, 0.56,(%),6.73,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=22608, Name=software_reporter_tool, 0.01,(%),0.17,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=17764, Name=taskhostw, 0.01,(%),0.13,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=6560, Name=RuntimeBroker, 0.01,(%),0.11,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=9584, Name=ctfmon, 1.58,(%),19.14,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=19284, Name=conhost, 0,(%),0.03,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=5712, Name=RAVBg64, 0.01,(%),0.09,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=23792, Name=ServiceHub.TestWindowStoreHost, 0.16,(%),1.94,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=23824, Name=conhost, 0,(%),0.03,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=10468, Name=SkypeBackgroundHost, 0,(%),0.03,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=10996, Name=AcWebBrowser, 0.06,(%),0.78,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=9180, Name=svchost, 0.28,(%),3.38,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=21780, Name=devenv, 10.13,(%),122.52,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=12200, Name=svchost, 0.07,(%),0.86,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=4876, Name=AcWebBrowser, 0.53,(%),6.41,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=3156, Name=RadeonSettings, 3.83,(%),46.38,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=24116, Name=ServiceHub.Host.CLR.x86, 0.33,(%),3.95,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=2728, Name=RuntimeBroker, 0.07,(%),0.84,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=1448, Name=ApplicationFrameHost, 0.03,(%),0.31,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=12632, Name=SecurityHealthHost, 0,(%),0.02,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=9660, Name=PWRISOVM, 0,(%),0.03,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=15256, Name=Taskmgr, 2.17,(%),26.23,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=25136, Name=conhost, 0,(%),0.02,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=4916, Name=dllhost, 0.01,(%),0.08,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=11384, Name=SettingSyncHost, 0.7,(%),8.48,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=8800, Name=igfxEM, 0.44,(%),5.28,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=10956, Name=Video.UI, 0.07,(%),0.84,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=22628, Name=conhost, 0,(%),0.02,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=12264, Name=RuntimeBroker, 0.09,(%),1.03,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=628, Name=svchost, 0.03,(%),0.36,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=1496, Name=Creative Cloud, 1.15,(%),13.94,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=21844, Name=PerfWatson2, 0.17,(%),2.05,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=24784, Name=MSBuild, 0.36,(%),4.41,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=7216, Name=Microsoft.Photos, 0.17,(%),2,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=9704, Name=Adobe CEF Helper, 0.39,(%),4.66,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=5984, Name=SystemSettings, 0.12,(%),1.47,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=24792, Name=conhost, 0,(%),0.02,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=23560, Name=audiodg, 0.12,(%),1.42,(Sec)
04-02-63, 15:28:17.894, Info, U.DumpProcessUsage, 1, Added Id=21692, Name=ServiceHub.RoslynCodeAnalysisService32, 1.41,(%),17.05,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=14888, Name=LockApp, 0.21,(%),2.5,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=8000, Name=conhost, 0,(%),0.05,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=9296, Name=explorer, 34.87,(%),421.67,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=3696, Name=acrotray, 0.01,(%),0.08,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=9876, Name=AdobeIPCBroker, 0.27,(%),3.25,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=10184, Name=SynTPHelper, 0,(%),0.03,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=1996, Name=taskhostw, 0.15,(%),1.78,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=6308, Name=WavesSvc64, 0.1,(%),1.25,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=1904, Name=svchost, 0.24,(%),2.91,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=23120, Name=conhost, 0,(%),0.03,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=19244, Name=SystemSettingsBroker, 0.04,(%),0.45,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=6320, Name=MicrosoftEdgeSH, 0,(%),0.02,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=4168, Name=YourPhone, 0.06,(%),0.7,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=2448, Name=browser_broker, 0.01,(%),0.14,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=4180, Name=VBCSCompiler, 1.64,(%),19.81,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=24908, Name=MSBuild, 0.09,(%),1.14,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=22292, Name=conhost, 0.01,(%),0.06,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=24336, Name=conhost, 0,(%),0.03,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=9800, Name=MicrosoftEdgeCP, 0.01,(%),0.09,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=24896, Name=conhost, 0,(%),0.02,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=1192, Name=RtkNGUI64, 0.02,(%),0.28,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=11968, Name=SearchUI, 2.01,(%),24.34,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=23664, Name=ServiceHub.SettingsHost, 0.2,(%),2.36,(Sec)
04-02-63, 15:28:17.895, Info, U.DumpProcessUsage, 1, Added Id=23780, Name=ServiceHub.IdentityHost, 0.12,(%),1.44,(Sec)
